Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Banana,2006,Whole Year ,Andhra Pradesh,50286,1224106,845.2,6422025.06,11062.92,26.19809524
Cashewnut,2006,Whole Year ,Andhra Pradesh,145095,37470,845.2,18530082.45,31920.9,0.2375
Castor seed,2006,Kharif     ,Andhra Pradesh,202199,86892,845.2,25822834.29,44483.78,0.444117647
Coconut ,2006,Whole Year ,Andhra Pradesh,105043,1326398065,845.2,13415041.53,23109.46,11710.48222
Coriander,2006,Whole Year ,Andhra Pradesh,25375,10061,845.2,3240641.25,5582.5,0.495
Cotton(lint),2006,Kharif     ,Andhra Pradesh,971806,2181944,845.2,124109344.3,213797.32,2.080952381
Dry chillies,2006,Kharif     ,Andhra Pradesh,164886,609739,845.2,21057591.06,36274.92,3.297727273
Dry chillies,2006,Rabi       ,Andhra Pradesh,49069,155979,845.2,6266601.99,10795.18,3.181363636
Ginger,2006,Whole Year ,Andhra Pradesh,2439,10301,845.2,311484.69,536.58,3.558
Gram,2006,Rabi       ,Andhra Pradesh,601745,653429,845.2,76848853.95,132383.9,1.465
Groundnut,2006,Kharif     ,Andhra Pradesh,1106630,332732,845.2,141327717.3,243458.6,0.874545455
Groundnut,2006,Rabi       ,Andhra Pradesh,227602,409905,845.2,29067051.42,50072.44,1.98
Horse-gram,2006,Kharif     ,Andhra Pradesh,10311,4554,845.2,1316817.81,2268.42,0.435
Horse-gram,2006,Rabi       ,Andhra Pradesh,53703,25476,845.2,6858410.13,11814.66,0.4105
Jowar,2006,Kharif     ,Andhra Pradesh,163068,163689,845.2,20825414.28,35874.96,0.90952381
Jowar,2006,Rabi       ,Andhra Pradesh,259348,246903,845.2,33121333.08,57056.56,1.494545455
Linseed,2006,Rabi       ,Andhra Pradesh,2830,777,845.2,361419.3,622.6,0.266
Maize,2006,Kharif     ,Andhra Pradesh,535709,1284991,845.2,68415396.39,117855.98,2.942727273
Maize,2006,Rabi       ,Andhra Pradesh,190172,1177003,845.2,24286866.12,41837.84,6.363181818
Mesta,2006,Kharif     ,Andhra Pradesh,61894,543574,845.2,7904482.74,13616.68,8.692222222
Moong(Green Gram),2006,Kharif     ,Andhra Pradesh,246320,80062,845.2,31457527.2,54190.4,0.312727273
Moong(Green Gram),2006,Rabi       ,Andhra Pradesh,147594,63534,845.2,18849229.74,32470.68,0.597142857
Niger seed,2006,Kharif     ,Andhra Pradesh,14547,5334,845.2,1857797.37,3200.34,0.4225
Onion,2006,Kharif     ,Andhra Pradesh,18601,306843,845.2,2375533.71,4092.22,15.37055556
Onion,2006,Rabi       ,Andhra Pradesh,12439,272602,845.2,1588584.69,2736.58,19.59105263
Other  Rabi pulses,2006,Rabi       ,Andhra Pradesh,14792,5811,845.2,1889086.32,3254.24,0.443125
Other Kharif pulses,2006,Kharif     ,Andhra Pradesh,10190,3106,845.2,1301364.9,2241.8,0.298666667
Potato,2006,Whole Year ,Andhra Pradesh,3645,44728,845.2,465502.95,801.9,12.436
Ragi,2006,Kharif     ,Andhra Pradesh,50702,50883,845.2,6475152.42,11154.44,1.205
Ragi,2006,Rabi       ,Andhra Pradesh,8220,13611,845.2,1049776.2,1808.4,1.621818182
Rapeseed &Mustard,2006,Rabi       ,Andhra Pradesh,5387,2780,845.2,687973.77,1185.14,0.285
Rice,2006,Kharif     ,Andhra Pradesh,2640870,6949186,845.2,337265507.7,580991.4,2.689090909
Rice,2006,Rabi       ,Andhra Pradesh,1337020,4922944,845.2,170750824.2,294144.4,3.036818182
Safflower,2006,Rabi       ,Andhra Pradesh,14302,8994,845.2,1826508.42,3146.44,0.50125
Sesamum,2006,Kharif     ,Andhra Pradesh,79449,18224,845.2,10146431.79,17478.78,0.213809524
Sesamum,2006,Rabi       ,Andhra Pradesh,34163,10521,845.2,4362956.73,7515.86,0.311
Small millets,2006,Kharif     ,Andhra Pradesh,33676,17007,845.2,4300761.96,7408.72,0.5475
Small millets,2006,Rabi       ,Andhra Pradesh,360,225,845.2,45975.6,79.2,0.6225
Soyabean,2006,Kharif     ,Andhra Pradesh,102503,156222,845.2,13090658.13,22550.66,1.191111111
Sugarcane,2006,Whole Year ,Andhra Pradesh,264333,21691638,845.2,33757967.43,58153.26,86.37380952
Sunflower,2006,Whole Year ,Andhra Pradesh,445693,329437,845.2,56919453.03,98052.46,0.896363636
Sweet potato,2006,Whole Year ,Andhra Pradesh,997,8608,845.2,127326.87,219.34,8.821764706
Tapioca,2006,Whole Year ,Andhra Pradesh,19732,209152,845.2,2519973.72,4341.04,8.95
Tobacco,2006,Whole Year ,Andhra Pradesh,191822,582747,845.2,24497587.62,42200.84,4.163571429
Urad,2006,Kharif     ,Andhra Pradesh,82015,22555,845.2,10474135.65,18043.3,0.339473684
Urad,2006,Rabi       ,Andhra Pradesh,415708,327533,845.2,53090068.68,91455.76,0.793636364
Wheat,2006,Rabi       ,Andhra Pradesh,10016,8796,845.2,1279143.36,2203.52,0.68
Arecanut,2008,Whole Year ,Andhra Pradesh,359,265,944.6,51351.36,32.31,0.915
Arhar/Tur,2008,Kharif     ,Andhra Pradesh,439248,199414,944.6,62830033.92,39532.32,0.530909091
Arhar/Tur,2008,Rabi       ,Andhra Pradesh,3466,1942,944.6,495776.64,311.94,0.56
Bajra,2008,Kharif     ,Andhra Pradesh,49844,51316,944.6,7129685.76,4485.96,1.134375
Bajra,2008,Rabi       ,Andhra Pradesh,9274,8873,944.6,1326552.96,834.66,1.1875
Banana,2008,Whole Year ,Andhra Pradesh,54100,1368488,944.6,7738464,4869,26.21611111
Cashewnut,2008,Whole Year ,Andhra Pradesh,150135,45208,944.6,21475310.4,13512.15,0.319230769
Castor seed,2008,Kharif     ,Andhra Pradesh,158723,81365,944.6,22703737.92,14285.07,0.586666667
Coconut ,2008,Whole Year ,Andhra Pradesh,106616,970056617,944.6,15250352.64,9595.44,9132.568235
Coriander,2008,Whole Year ,Andhra Pradesh,33439,15616,944.6,4783114.56,3009.51,0.585625
Cotton(lint),2008,Kharif     ,Andhra Pradesh,1398900,3568251,944.6,200098656,125901,2.456363636
Dry chillies,2008,Kharif     ,Andhra Pradesh,160013,615466,944.6,22888259.52,14401.17,3.326818182
Dry chillies,2008,Rabi       ,Andhra Pradesh,43347,157971,944.6,6200354.88,3901.23,3.225
Ginger,2008,Whole Year ,Andhra Pradesh,2194,11684,944.6,313829.76,197.46,4.525555556
Gram,2008,Rabi       ,Andhra Pradesh,606426,857221,944.6,86743175.04,54578.34,1.627619048
Groundnut,2008,Kharif     ,Andhra Pradesh,1499640,449384,944.6,214508505.6,134967.6,1.040909091
Groundnut,2008,Rabi       ,Andhra Pradesh,266714,523880,944.6,38150770.56,24004.26,2.036818182
Horse-gram,2008,Kharif     ,Andhra Pradesh,4963,2423,944.6,709907.52,446.67,0.489
Horse-gram,2008,Rabi       ,Andhra Pradesh,34347,14062,944.6,4912994.88,3091.23,0.448095238
Jowar,2008,Kharif     ,Andhra Pradesh,118094,166667,944.6,16892165.76,10628.46,1.798421053
Jowar,2008,Rabi       ,Andhra Pradesh,160490,269115,944.6,22956489.6,14444.1,2.484444444
Linseed,2008,Rabi       ,Andhra Pradesh,927,347,944.6,132598.08,83.43,0.384
Maize,2008,Kharif     ,Andhra Pradesh,497803,1566921,944.6,71205741.12,44802.27,3.601818182
Maize,2008,Rabi       ,Andhra Pradesh,354157,2584881,944.6,50658617.28,31874.13,6.952727273
Mesta,2008,Kharif     ,Andhra Pradesh,37163,295481,944.6,5315795.52,3344.67,7.881666667
Moong(Green Gram),2008,Kharif     ,Andhra Pradesh,206857,91928,944.6,29588825.28,18617.13,0.436818182
Moong(Green Gram),2008,Rabi       ,Andhra Pradesh,112694,44272,944.6,16119749.76,10142.46,0.582631579
Niger seed,2008,Kharif     ,Andhra Pradesh,12494,5469,944.6,1787141.76,1124.46,0.4625
Onion,2008,Kharif     ,Andhra Pradesh,26723,439644,944.6,3822457.92,2405.07,15.30888889
Onion,2008,Rabi       ,Andhra Pradesh,13737,289004,944.6,1964940.48,1236.33,18.40631579
Other  Rabi pulses,2008,Rabi       ,Andhra Pradesh,2415,3701,944.6,345441.6,217.35,1.066666667
Other Kharif pulses,2008,Kharif     ,Andhra Pradesh,2634,1291,944.6,376767.36,237.06,0.5
Potato,2008,Whole Year ,Andhra Pradesh,5227,50118,944.6,747670.08,470.43,9.332
Ragi,2008,Kharif     ,Andhra Pradesh,44783,42929,944.6,6405760.32,4030.47,1.146153846
Ragi,2008,Rabi       ,Andhra Pradesh,5238,8949,944.6,749243.52,471.42,1.703636364
Rapeseed &Mustard,2008,Rabi       ,Andhra Pradesh,5885,3764,944.6,841790.4,529.65,0.646
Rice,2008,Kharif     ,Andhra Pradesh,2803076,8379635,944.6,400951991,252276.84,2.913636364
Rice,2008,Rabi       ,Andhra Pradesh,1584140,5861498,944.6,226595385.6,142572.6,3.236818182
Safflower,2008,Rabi       ,Andhra Pradesh,12780,6398,944.6,1828051.2,1150.2,0.5
Sesamum,2008,Kharif     ,Andhra Pradesh,46041,9634,944.6,6585704.64,4143.69,0.2495
Sesamum,2008,Rabi       ,Andhra Pradesh,34296,9168,944.6,4905699.84,3086.64,0.252105263
Small millets,2008,Kharif     ,Andhra Pradesh,30291,16315,944.6,4332824.64,2726.19,0.65
Small millets,2008,Rabi       ,Andhra Pradesh,232,177,944.6,33185.28,20.88,0.763333333
Soyabean,2008,Kharif     ,Andhra Pradesh,142128,193969,944.6,20329989.12,12791.52,1.362727273
Sugarcane,2008,Whole Year ,Andhra Pradesh,196126,15382999,944.6,28053863.04,17651.34,81.6452381
Sunflower,2008,Whole Year ,Andhra Pradesh,418539,326182,944.6,59867818.56,37668.51,1.032727273
Sweet potato,2008,Whole Year ,Andhra Pradesh,903,9863,944.6,129165.12,81.27,8.952142857
Tapioca,2008,Whole Year ,Andhra Pradesh,16765,208052,944.6,2398065.6,1508.85,9.871428571
Tobacco,2008,Whole Year ,Andhra Pradesh,232741,717012,944.6,33291272.64,20946.69,4.74097561
Urad,2008,Kharif     ,Andhra Pradesh,69015,40474,944.6,9871905.6,6211.35,0.460526316
Urad,2008,Rabi       ,Andhra Pradesh,269360,180440,944.6,38529254.4,24242.4,0.62
Wheat,2008,Rabi       ,Andhra Pradesh,13687,15421,944.6,1957788.48,1231.83,1.026666667
Arecanut,2009,Whole Year ,Andhra Pradesh,386,198,711,60146.52,65.62,0.855
Arhar/Tur,2009,Kharif     ,Andhra Pradesh,438392,189677,711,68310241.44,74526.64,0.525909091
Arhar/Tur,2009,Rabi       ,Andhra Pradesh,24895,13266,711,3879138.9,4232.15,0.52
Bajra,2009,Kharif     ,Andhra Pradesh,33411,43471,711,5206102.02,5679.87,1.3
Bajra,2009,Rabi       ,Andhra Pradesh,11938,9884,711,1860179.16,2029.46,1.296363636
Banana,2009,Whole Year ,Andhra Pradesh,58229,1775347,711,9073242.78,9898.93,30.9435
Cashewnut,2009,Whole Year ,Andhra Pradesh,139274,42703,711,21701674.68,23676.58,0.315
Castor seed,2009,Kharif     ,Andhra Pradesh,147582,63733,711,22996227.24,25088.94,0.532352941
Coconut ,2009,Whole Year ,Andhra Pradesh,104541,1149330226,711,16289578.62,17771.97,10004.87412
Coriander,2009,Whole Year ,Andhra Pradesh,37468,20605,711,5838263.76,6369.56,0.695625
Cotton(lint),2009,Kharif     ,Andhra Pradesh,1467025,3232025,711,228591835.5,249394.25,2.209090909
Dry chillies,2009,Kharif     ,Andhra Pradesh,156475,639974,711,24381934.5,26600.75,3.287142857
Dry chillies,2009,Rabi       ,Andhra Pradesh,50066,191016,711,7801284.12,8511.22,3.595
Garlic,2009,Whole Year ,Andhra Pradesh,530,1565,711,82584.6,90.1,2.556666667
Ginger,2009,Whole Year ,Andhra Pradesh,2317,16674,711,361034.94,393.89,5.49625
Gram,2009,Rabi       ,Andhra Pradesh,646894,846659,711,100799023.1,109971.98,1.386818182
Groundnut,2009,Kharif     ,Andhra Pradesh,1010974,389551,711,157529968.7,171865.58,0.965454545
Groundnut,2009,Rabi       ,Andhra Pradesh,290208,617067,711,45220210.56,49335.36,2.155
Horse-gram,2009,Kharif     ,Andhra Pradesh,20162,13170,711,3141642.84,3427.54,0.6
Horse-gram,2009,Rabi       ,Andhra Pradesh,39303,23512,711,6124193.46,6681.51,0.508571429
Jowar,2009,Kharif     ,Andhra Pradesh,184976,184211,711,28822960.32,31445.92,1.144
Jowar,2009,Rabi       ,Andhra Pradesh,199858,252991,711,31141873.56,33975.86,2.016
Linseed,2009,Rabi       ,Andhra Pradesh,673,100,711,104866.86,114.41,0.155
Maize,2009,Kharif     ,Andhra Pradesh,501624,996315,711,78163051.68,85276.08,3.095
Maize,2009,Rabi       ,Andhra Pradesh,281008,1764883,711,43786666.56,47771.36,6.097272727
Mesta,2009,Kharif     ,Andhra Pradesh,23045,191397,711,3590871.9,3917.65,8.421666667
Moong(Green Gram),2009,Kharif     ,Andhra Pradesh,205281,21104,711,31986885.42,34897.77,0.167727273
Moong(Green Gram),2009,Rabi       ,Andhra Pradesh,101342,41502,711,15791110.44,17228.14,0.475
Niger seed,2009,Kharif     ,Andhra Pradesh,7663,2632,711,1194048.66,1302.71,0.376666667
Onion,2009,Kharif     ,Andhra Pradesh,22954,374804,711,3576692.28,3902.18,15.85611111
Onion,2009,Rabi       ,Andhra Pradesh,13608,333288,711,2120398.56,2313.36,25.09052632
Other  Rabi pulses,2009,Rabi       ,Andhra Pradesh,2666,2314,711,415416.12,453.22,0.59
Other Kharif pulses,2009,Kharif     ,Andhra Pradesh,2814,1269,711,438477.48,478.38,0.438
Potato,2009,Whole Year ,Andhra Pradesh,5040,57159,711,785332.8,856.8,10.294
Ragi,2009,Kharif     ,Andhra Pradesh,38906,41951,711,6062332.92,6614.02,1.08
Ragi,2009,Rabi       ,Andhra Pradesh,6322,11751,711,985094.04,1074.74,1.824545455
Rapeseed &Mustard,2009,Rabi       ,Andhra Pradesh,4309,2576,711,671428.38,732.53,0.3125
Rice,2009,Kharif     ,Andhra Pradesh,2062870,5956396,711,321436403.4,350687.9,2.790909091
Rice,2009,Rabi       ,Andhra Pradesh,1377866,4881871,711,214699080.1,234237.22,3.098636364
Safflower,2009,Rabi       ,Andhra Pradesh,14273,6079,711,2224018.86,2426.41,0.4325
Sesamum,2009,Kharif     ,Andhra Pradesh,47184,9335,711,7352210.88,8021.28,0.200952381
Sesamum,2009,Rabi       ,Andhra Pradesh,43286,11397,711,6744824.52,7358.62,0.2655
Small millets,2009,Kharif     ,Andhra Pradesh,24322,8590,711,3789854.04,4134.74,0.461818182
Small millets,2009,Rabi       ,Andhra Pradesh,1114,1004,711,173583.48,189.38,0.745
Soyabean,2009,Kharif     ,Andhra Pradesh,156296,128785,711,24354042.72,26570.32,0.703636364
Sugarcane,2009,Whole Year ,Andhra Pradesh,157834,11695863,711,24593693.88,26831.78,83.372
Sunflower,2009,Whole Year ,Andhra Pradesh,350523,270089,711,54618493.86,59588.91,0.929090909
Sweet potato,2009,Whole Year ,Andhra Pradesh,886,6781,711,138056.52,150.62,7.28625
Tapioca,2009,Whole Year ,Andhra Pradesh,11234,146366,711,1750481.88,1909.78,9.916666667
Tobacco,2009,Whole Year ,Andhra Pradesh,258386,724059,711,40261706.52,43925.62,4.295121951
Urad,2009,Kharif     ,Andhra Pradesh,82940,12732,711,12923710.8,14099.8,0.2605
Urad,2009,Rabi       ,Andhra Pradesh,346178,255694,711,53941455.96,58850.26,0.640952381
Wheat,2009,Rabi       ,Andhra Pradesh,9872,10319,711,1538255.04,1678.24,0.95
Arecanut,2010,Whole Year ,Andhra Pradesh,438,195,1297,72756.18,105.12,0.443333333
Arhar/Tur,2010,Kharif     ,Andhra Pradesh,629980,261286,1297,104645977.8,151195.2,0.466363636
Arhar/Tur,2010,Rabi       ,Andhra Pradesh,8123,4101,1297,1349311.53,1949.52,0.483333333
Bajra,2010,Kharif     ,Andhra Pradesh,51338,84908,1297,8527755.18,12321.12,1.229444444
Bajra,2010,Rabi       ,Andhra Pradesh,15988,17254,1297,2655766.68,3837.12,1.454545455
Banana,2010,Whole Year ,Andhra Pradesh,58876,1920403,1297,9779892.36,14130.24,31.56263158
Cashewnut,2010,Whole Year ,Andhra Pradesh,138101,33563,1297,22939957.11,33144.24,0.25
Castor seed,2010,Kharif     ,Andhra Pradesh,187721,121143,1297,31182335.31,45053.04,0.526875
Coconut ,2010,Whole Year ,Andhra Pradesh,103945,1220268000,1297,17266303.95,24946.8,11116.99833
Coriander,2010,Whole Year ,Andhra Pradesh,20313,13749,1297,3374192.43,4875.12,0.671428571
Cotton(lint),2010,Kharif     ,Andhra Pradesh,1784237,3890277,1297,296379608.1,428216.88,1.980454545
Dry chillies,2010,Kharif     ,Andhra Pradesh,152011,491178,1297,25250547.21,36482.64,2.949
Dry chillies,2010,Rabi       ,Andhra Pradesh,43460,147120,1297,7219140.6,10430.4,3.1715
Garlic,2010,Whole Year ,Andhra Pradesh,464,978,1297,77075.04,111.36,1.968
Ginger,2010,Whole Year ,Andhra Pradesh,2472,23054,1297,410623.92,593.28,8.911111111
Gram,2010,Rabi       ,Andhra Pradesh,583563,719248,1297,96935649.93,140055.12,1.36
Groundnut,2010,Kharif     ,Andhra Pradesh,1346582,886721,1297,223680736,323179.68,1.088095238
Groundnut,2010,Rabi       ,Andhra Pradesh,275423,570298,1297,45750514.53,66101.52,1.996818182
Horse-gram,2010,Kharif     ,Andhra Pradesh,6234,2985,1297,1035529.74,1496.16,0.4775
Horse-gram,2010,Rabi       ,Andhra Pradesh,31431,13673,1297,5221003.41,7543.44,0.44047619
Jowar,2010,Kharif     ,Andhra Pradesh,114324,114330,1297,18990359.64,27437.76,1.261
Jowar,2010,Rabi       ,Andhra Pradesh,139993,193642,1297,23254237.23,33598.32,1.940555556
Linseed,2010,Rabi       ,Andhra Pradesh,1129,258,1297,187538.19,270.96,0.15
Maize,2010,Kharif     ,Andhra Pradesh,439530,1639069,1297,73010328.3,105487.2,3.821818182
Maize,2010,Rabi       ,Andhra Pradesh,303916,2313946,1297,50483486.76,72939.84,7.073636364
Mesta,2010,Kharif     ,Andhra Pradesh,25244,225961,1297,4193280.84,6058.56,8.89
Moong(Green Gram),2010,Kharif     ,Andhra Pradesh,261106,121685,1297,43372317.66,62665.44,0.355
Moong(Green Gram),2010,Rabi       ,Andhra Pradesh,116941,44241,1297,19425069.51,28065.84,0.463
Niger seed,2010,Kharif     ,Andhra Pradesh,10007,3823,1297,1662262.77,2401.68,0.335
Onion,2010,Kharif     ,Andhra Pradesh,25612,499564,1297,4254409.32,6146.88,17.78625
Onion,2010,Rabi       ,Andhra Pradesh,17787,360959,1297,2954598.57,4268.88,18.2145
Other  Rabi pulses,2010,Rabi       ,Andhra Pradesh,5791,5023,1297,961943.01,1389.84,0.64
Other Kharif pulses,2010,Kharif     ,Andhra Pradesh,2581,1194,1297,428729.91,619.44,0.82
Potato,2010,Whole Year ,Andhra Pradesh,5953,66316,1297,988852.83,1428.72,10.99875
Ragi,2010,Kharif     ,Andhra Pradesh,37078,42556,1297,6159026.58,8898.72,1.183333333
Ragi,2010,Rabi       ,Andhra Pradesh,5244,7725,1297,871080.84,1258.56,1.465833333
Rapeseed &Mustard,2010,Rabi       ,Andhra Pradesh,6922,16777,1297,1149813.42,1661.28,2.31
Rice,2010,Kharif     ,Andhra Pradesh,2921793,7509866,1297,485339035.2,701230.32,2.666818182
Rice,2010,Rabi       ,Andhra Pradesh,1829516,6909447,1297,303900902.8,439083.84,3.325909091
Safflower,2010,Rabi       ,Andhra Pradesh,13090,8897,1297,2174379.9,3141.6,0.705
Sesamum,2010,Kharif     ,Andhra Pradesh,81800,13862,1297,13587798,19632,0.178
Sesamum,2010,Rabi       ,Andhra Pradesh,43175,12271,1297,7171799.25,10362,0.290526316
Small millets,2010,Kharif     ,Andhra Pradesh,28040,26648,1297,4657724.4,6729.6,0.909090909
Small millets,2010,Rabi       ,Andhra Pradesh,1263,1262,1297,209796.93,303.12,0.973333333
Soyabean,2010,Kharif     ,Andhra Pradesh,127712,217682,1297,21214240.32,30650.88,1.696923077
Sugarcane,2010,Whole Year ,Andhra Pradesh,191729,14942455,1297,31848104.19,46014.96,81.58380952
Sunflower,2010,Whole Year ,Andhra Pradesh,225361,156170,1297,37434715.71,54086.64,1.032272727
Sweet potato,2010,Whole Year ,Andhra Pradesh,850,10887,1297,141193.5,204,12.70642857
Tapioca,2010,Whole Year ,Andhra Pradesh,12859,84686,1297,2136008.49,3086.16,6.1075
Tobacco,2010,Whole Year ,Andhra Pradesh,226534,748159,1297,37629562.74,54368.16,4.380465116
Urad,2010,Kharif     ,Andhra Pradesh,82317,46191,1297,13673676.87,19756.08,0.472857143
Urad,2010,Rabi       ,Andhra Pradesh,381529,207272,1297,63375782.19,91566.96,0.573809524
Wheat,2010,Rabi       ,Andhra Pradesh,10085,13143,1297,1675219.35,2420.4,1.311818182
Arecanut,2011,Whole Year ,Andhra Pradesh,562,275,861.9,94146.24,185.46,0.296666667
Arhar/Tur,2011,Kharif     ,Andhra Pradesh,478657,144679,861.9,80184620.64,157956.81,0.435454545
Arhar/Tur,2011,Rabi       ,Andhra Pradesh,2841,1409,861.9,475924.32,937.53,0.455294118
Bajra,2011,Kharif     ,Andhra Pradesh,32415,47506,861.9,5430160.8,10696.95,1.221764706
Bajra,2011,Rabi       ,Andhra Pradesh,10748,11138,861.9,1800504.96,3546.84,1.235
Banana,2011,Whole Year ,Andhra Pradesh,62103,2308295,861.9,10403494.56,20493.99,35.52157895
Cashewnut,2011,Whole Year ,Andhra Pradesh,137898,38894,861.9,23100672.96,45506.34,0.351538462
Castor seed,2011,Kharif     ,Andhra Pradesh,253280,52509,861.9,42429465.6,83582.4,0.402777778
Coconut ,2011,Whole Year ,Andhra Pradesh,103967,1430853709,861.9,17416551.84,34309.11,12604.71833
Coriander,2011,Whole Year ,Andhra Pradesh,12821,7427,861.9,2147773.92,4230.93,0.6025
Cotton(lint),2011,Kharif     ,Andhra Pradesh,2062999,3181907,861.9,345593592.5,680789.67,1.548181818
Cowpea(Lobia),2011,Kharif     ,Andhra Pradesh,4718,1119,861.9,790359.36,1556.94,0.225
Cowpea(Lobia),2011,Rabi       ,Andhra Pradesh,15567,12408,861.9,2607783.84,5137.11,0.801764706
Dry chillies,2011,Kharif     ,Andhra Pradesh,201013,631557,861.9,33673697.76,66334.29,2.798
Dry chillies,2011,Rabi       ,Andhra Pradesh,47251,172647,861.9,7915487.52,15592.83,3.100909091
Garlic,2011,Whole Year ,Andhra Pradesh,429,930,861.9,71866.08,141.57,2.136
Ginger,2011,Whole Year ,Andhra Pradesh,2369,21883,861.9,396854.88,781.77,8.742222222
Gram,2011,Rabi       ,Andhra Pradesh,564754,519918,861.9,94607590.08,186368.82,1.1105
Groundnut,2011,Kharif     ,Andhra Pradesh,1056654,381759,861.9,177010678.1,348695.82,1.129047619
Groundnut,2011,Rabi       ,Andhra Pradesh,250382,462862,861.9,41943992.64,82626.06,2.021363636
Horse-gram,2011,Kharif     ,Andhra Pradesh,5878,2699,861.9,984682.56,1939.74,0.375
Horse-gram,2011,Rabi       ,Andhra Pradesh,24983,10520,861.9,4185152.16,8244.39,0.345
Jowar,2011,Kharif     ,Andhra Pradesh,103263,153600,861.9,17298617.76,34076.79,1.584736842
Jowar,2011,Rabi       ,Andhra Pradesh,173335,342633,861.9,29037079.2,57200.55,2.3115
Linseed,2011,Rabi       ,Andhra Pradesh,744,158,861.9,124634.88,245.52,0.2
Maize,2011,Kharif     ,Andhra Pradesh,530919,1492303,861.9,88939550.88,175203.27,3.427727273
Maize,2011,Rabi       ,Andhra Pradesh,332805,2163376,861.9,55751493.6,109825.65,6.432272727
Mesta,2011,Kharif     ,Andhra Pradesh,25760,199619,861.9,4315315.2,8500.8,5.77625
Moong(Green Gram),2011,Kharif     ,Andhra Pradesh,152088,82507,861.9,25477781.76,50189.04,0.537727273
Moong(Green Gram),2011,Rabi       ,Andhra Pradesh,131376,79912,861.9,22008107.52,43354.08,0.6295
Niger seed,2011,Kharif     ,Andhra Pradesh,6880,2558,861.9,1152537.6,2270.4,0.28
Onion,2011,Kharif     ,Andhra Pradesh,39613,554878,861.9,6635969.76,13072.29,13.41823529
Onion,2011,Rabi       ,Andhra Pradesh,17378,444871,861.9,2911162.56,5734.74,24.52894737
Other  Rabi pulses,2011,Rabi       ,Andhra Pradesh,5856,4569,861.9,980997.12,1932.48,0.625
Other Kharif pulses,2011,Kharif     ,Andhra Pradesh,3459,1459,861.9,579451.68,1141.47,0.487142857
Potato,2011,Whole Year ,Andhra Pradesh,6057,60802,861.9,1014668.64,1998.81,10.52428571
Ragi,2011,Kharif     ,Andhra Pradesh,37057,31267,861.9,6207788.64,12228.81,0.993846154
Ragi,2011,Rabi       ,Andhra Pradesh,5379,9505,861.9,901090.08,1775.07,1.690909091
Rapeseed &Mustard,2011,Rabi       ,Andhra Pradesh,6617,16183,861.9,1108479.84,2183.61,2.444285714
Rice,2011,Kharif     ,Andhra Pradesh,2873949,8563334,861.9,481443936.5,948403.17,2.909090909
Rice,2011,Rabi       ,Andhra Pradesh,1221899,4328458,861.9,204692520.5,403226.67,3.031818182
Safflower,2011,Rabi       ,Andhra Pradesh,10080,7508,861.9,1688601.6,3326.4,0.73125
Sesamum,2011,Kharif     ,Andhra Pradesh,33178,7939,861.9,5557978.56,10948.74,0.270526316
Sesamum,2011,Rabi       ,Andhra Pradesh,39315,12144,861.9,6586048.8,12973.95,0.312105263
Small millets,2011,Kharif     ,Andhra Pradesh,27150,17001,861.9,4548168,8959.5,0.723636364
Small millets,2011,Rabi       ,Andhra Pradesh,1841,1519,861.9,308404.32,607.53,0.745
Soyabean,2011,Kharif     ,Andhra Pradesh,130488,210812,861.9,21859349.76,43061.04,1.570769231
Sugarcane,2011,Whole Year ,Andhra Pradesh,204038,16688857,861.9,34180445.76,67332.54,86.0155
Sunflower,2011,Whole Year ,Andhra Pradesh,157535,123565,861.9,26390263.2,51986.55,0.978181818
Sweet potato,2011,Whole Year ,Andhra Pradesh,980,12599,861.9,164169.6,323.4,12.91733333
Tapioca,2011,Whole Year ,Andhra Pradesh,12793,127953,861.9,2143083.36,4221.69,9.755
Tobacco,2011,Whole Year ,Andhra Pradesh,213472,766816,861.9,35760829.44,70445.76,4.583953488
Urad,2011,Kharif     ,Andhra Pradesh,62571,40360,861.9,10481893.92,20648.43,0.598095238
Urad,2011,Rabi       ,Andhra Pradesh,477139,327400,861.9,79930325.28,157455.87,0.5575
Wheat,2011,Rabi       ,Andhra Pradesh,8255,10914,861.9,1382877.6,2724.15,1.306666667
other oilseeds,2011,Kharif     ,Andhra Pradesh,49216,1050821,861.9,8244664.32,16241.28,18.69818182
other oilseeds,2011,Rabi       ,Andhra Pradesh,6967,4422,861.9,1167111.84,2299.11,5.8575
Arecanut,2012,Kharif     ,Andhra Pradesh,581,365,968.7,87614.8,180.11,1.453333333
Arhar/Tur,2012,Kharif     ,Andhra Pradesh,480000,251000,968.7,72384000,148800,0.5885
Bajra,2012,Kharif     ,Andhra Pradesh,60000,100000,968.7,9048000,18600,1.483636364
Bajra,2012,Rabi       ,Andhra Pradesh,7000,11000,968.7,1055600,2170,1.4
Cashewnut,2012,Kharif     ,Andhra Pradesh,121782,33048,968.7,18364725.6,37752.42,0.278181818
Castor seed,2012,Kharif     ,Andhra Pradesh,208000,105000,968.7,31366400,64480,0.764
Coconut ,2012,Whole Year ,Andhra Pradesh,99825,1670659000,968.7,15053610,30945.75,14794.63
Coriander,2012,Kharif     ,Andhra Pradesh,1109,717,968.7,167237.2,343.79,0.575
Coriander,2012,Rabi       ,Andhra Pradesh,7528,4534,968.7,1135222.4,2333.68,0.723333333
